date	likes	retweets	text	username	filtered_text	labels	x	y	vader_polarity
Thu Jun 14 18:17:28 +0000 2018	3	4	Happy birthday, @USArmy! Without service and sacrifice of Army personnel throughout history, we would not enjoy the freedoms we have today. Thank you to brave men &amp; women who have or are currently serving our nation. https://t.co/y4Xf0L2yD0	JuliaBrownley26	the va have more than vacancy nationwide which be deeply concern and have result in long wait for va care the deah of leadership at the top a direct result of president trump failure to nominate qualified individual be only exacerbate this problem	2	-34.113319396972656	-24.878536224365234	-0.3453
Fri Jun 15 13:30:35 +0000 2018	359	178	While Congress is finally discussing criminal justice reform, the same Congress is trying to expand the failed war on drugs. This bill will be on the House floor this morning. Every representative who cares about liberty must vote no. https://t.co/8WGNDqMQCZ	justinamash	governmentincluding the fbi nsa and other agenciesis full of people with bias and bad judgment theyre no different from people anywhere yet rs and ds keep reauthorizing unconstitutional legislation like the patriotact and fisa stop give government so much power	4	-1.2124488353729248	-4.904278755187988	-0.7003
Fri Jun 15 12:55:43 +0000 2018	0	0	@karenfeng93 Thanks!	justinamash	libeycaucus vote ale hlc statement on hr stop the impoation and trafficking of synthetic analogue act of	2	-22.66640853881836	-18.593629837036133	-0.296
Thu Jun 14 20:45:18 +0000 2018	1827	753	Government—including the FBI, NSA, and other agencies—is full of people with biases and bad judgment. They’re no different from people anywhere. Yet Rs and Ds keep reauthorizing unconstitutional legislation like the #PatriotAct and #FISA702. Stop giving government so much power!	justinamash	happy to join repmarkpocan on this letter we must reclaim congressional war power and stop these endless war	9	12.282413482666016	-1.1607660055160522	-0.6249
Thu Jun 14 18:20:37 +0000 2018	0	19	RT @libertycaucus: VOTE ALERT: HLC statement on #HR2851, Stop the Importation and Trafficking of Synthetic Analogues Act of 2017 https://t.…	justinamash	cite scripture to defend an immoral immigration policy	4	-1.956907868385315	-5.138625144958496	-0.4588
Wed Jun 13 19:25:22 +0000 2018	404	170	Happy to join @repmarkpocan on this letter. We must reclaim congressional war powers and stop these endless wars. https://t.co/2Yr6mRiHx2	justinamash	millionaire control world personal wealth be not just greed but its also destabilize	9	8.316908836364746	3.648334503173828	0.4076
Fri Jun 15 12:30:32 +0000 2018	202	81	Citing Scripture to Defend an Immoral Immigration Policy https://t.co/G1oX6jn9gC	keithellison	keithellison worker deserve a large share of the profit they produce and this bill will make sure they get it	1	-9.049729347229004	31.918880462646484	0.7506
Fri Jun 15 11:45:58 +0000 2018	228	102	Millionaires Controlling World's Personal Wealth is not just Greed, but It’s also Destabilizing.  https://t.co/R75GanRd5m	keithellison	justintrudeau send my best wish to everyone celebrate eid alfitr and the end of ramadan eid mubarak	7	20.42450714111328	16.431880950927734	0.891
Fri Jun 15 02:51:47 +0000 2018	0	8056	RT @JustinTrudeau: Sending my best wishes to everyone celebrating Eid al-Fitr and the end of Ramadan. Eid Mubarak! https://t.co/nuyCfpzVbv…	keithellison	red be not just a color its an acronym remember everyone deploy thank you to everyone involve in promote redfridays in pa for your patriotism unyielding suppo for our troop	2	-26.6429500579834	-20.283388137817386	0.6249
Thu Jun 14 20:16:56 +0000 2018	12	5	Read the @MNSpokesman and @insightnews https://t.co/AS7zD5oT2s	keithellison	immensely sadden by the news that wtae meteorologist joe denardo a pittsburgh legend pass away my thought and prayer be with his family	5	-19.84046745300293	4.084700584411621	-0.5574
Fri Jun 15 17:32:35 +0000 2018	1	1	Red is not just a color, it’s an acronym: Remember Everyone Deployed. Thank you to everyone involved in promoting #REDFridays in #PA12 &amp; for your patriotism &amp; unyielding support for our troops! https://t.co/UMHOw9lnEA	KeithRothfus	great news the ustreasury irsnews have approve multiple area in pa as qualified oppounityzones under taxreform these zone will help spur economic growth across western pa include pa of aliquippa beaver fall midland to name a few	7	19.83647346496582	16.52103614807129	0.8555
Fri Jun 15 16:51:28 +0000 2018	0	2	Immensely saddened by the news that @WTAE meteorologist Joe DeNardo, a Pittsburgh legend, passed away. My thoughts and prayers are with his family. https://t.co/3ndrgUYQO7	KeithRothfus	icymi mcdonaldss its independent franchisees be plan to hire new restaurant employee across pa for the summer season these new restaurant employee would be eligible to benefit from its education program by the end of the season	4	-1.2701410055160522	-5.5101351737976065	0.4588
Fri Jun 15 16:25:07 +0000 2018	2	1	GREAT NEWS: The @USTreasury &amp; @IRSnews have approved multiple areas in #PA12 as Qualified #OpportunityZones under #taxreform! These zones will help spur economic growth across Western PA including parts of Aliquippa, Beaver Falls, &amp; Midland, to name a few. https://t.co/nWmqZ3Zr3c	KeithRothfus	govtrack hr by keithrothfus pass the house yesterday senate regroup act of	2	-21.537050247192386	-18.40808868408203	0.0
Fri Jun 15 15:36:55 +0000 2018	2	1	ICYMI: @McDonalds’s &amp; its independent franchisees are planning to hire 10,000 new restaurant employees across #PA for the summer season. These new restaurant employees would be eligible to benefit from its education program by the end of the season. https://t.co/idKBTXMLaE	KeithRothfus	this week the house of representative take a number of bipaisan step to address the opioid crisis headon read more here about the action weve take	2	-29.79816627502441	-22.18377494812012	-0.5859
Thu Jun 14 23:01:06 +0000 2018	0	2	RT @govtrack: H.R. 6029 by @KeithRothfus passed the House yesterday (→Senate). REGROUP Act of 2018 https://t.co/U8RNvVS1c8 🏛️	KeithRothfus	we must take aggressive action to confront the opioid crisis the house continue its work today on legislation to curb opioid abuse	2	-27.88642501831055	-21.377296447753906	-0.891
Fri Jun 15 16:13:22 +0000 2018	1	1	This week, the House of Representatives took a number of bipartisan steps to address the opioid crisis head-on. Read more here about the actions we've taken: https://t.co/v4bBTUaby7	KenCalvert	cant wait to see stevescalise back on the ball field tonight	1	-8.076375007629395	32.52185821533203	0.0
Thu Jun 14 22:35:00 +0000 2018	7	2	We must take aggressive action to confront the opioid crisis. The House continues its work today on legislation to curb opioid abuse. https://t.co/wzUzWidaY0	KenCalvert	the violation of policy and process and other action highlight in the inspector general repo on the fbi be highly trouble	1	-10.404657363891602	30.567567825317386	-0.5849
Thu Jun 14 21:15:00 +0000 2018	4	0	Can’t wait to see @SteveScalise back on the ball field tonight! https://t.co/Ezs7BW0PeX	KenCalvert	on flagday we celebrate our revered symbol of freedom and libey	9	9.970674514770508	2.1387197971343994	0.9042
Thu Jun 14 20:23:45 +0000 2018	6	3	The violations of policy and process, and other actions highlighted in the Inspector General’s report on the FBI are highly troubling.	KenCalvert	i survive the annual repmullin menshealthweek workout on capitol hill today but i like golf well	2	-20.924495697021484	-17.61482810974121	0.7096
Thu Jun 14 19:35:00 +0000 2018	11	1	On #FlagDay we celebrate our revered symbol of freedom and liberty. https://t.co/2CUfmEmb16	KenCalvert	year and count happy anniversary to the best woman in the world my kid and i be very founate	9	11.531729698181152	0.042446263134479516	0.836
Thu Jun 14 14:59:16 +0000 2018	24	4	I survived the Annual @RepMullin  #MensHealthWeek Workout on Capitol Hill today! But I like golf better!! https://t.co/r88mnQskV9	KYComer	honor to receive the american agriwomen chion of agriculture award womenag jennygrain helenapitcock	9	9.68388557434082	1.9479520320892332	0.7717
Wed Jun 13 13:17:52 +0000 2018	212	5	15 Years and counting!! Happy Anniversary to the best woman in the world! My kids and I are very fortunate.  💏 https://t.co/Ms7d2dxuXN	KYComer	panel discussion wmy friend colleague reptrey hollingswoh at gliadvocacy congressional forum in louisville	2	-21.68083000183105	-17.95592498779297	0.4939
Tue Jun 05 22:45:48 +0000 2018	79	12	Honored to receive the American Agri-Women Champion of Agriculture Award. @Women4Ag @JennyGrain @HelenaPitcock https://t.co/HN52JegoYg	KYComer	csisolutions we be honor to welcome kycomer to our headquaers in paducah kentucky where he speak to a group of banker about	7	20.56763458251953	15.912972450256348	0.7351
Fri Jun 01 16:35:41 +0000 2018	20	4	Panel discussion w/my friend &amp; colleague @RepTrey Hollingsworth at @GLIAdvocacy Congressional Forum in Louisville https://t.co/ozMjK2yY9h	KYComer	housescience chairman lamarsmithtx and repbrianbabin on the new space age that their american space commerce free enterprise act a	2	-24.99925422668457	-19.55339241027832	0.5106
Thu May 31 00:09:06 +0000 2018	0	4	RT @CSIsolutions: We were honored to welcome @KYComer to our headquarters in Paducah, Kentucky, where he spoke to a group of bankers about…	KYComer	it be a sad day for a very respected institution my statement on the doj inspector general repo igrepoday	1	-9.858031272888184	31.23637771606445	0.0754
Thu Jun 14 21:20:46 +0000 2018	0	4	RT @HouseScience: Chairman @LamarSmithTX21 and @RepBrianBabin on the new space age that their American Space Commerce Free Enterprise Act a…	LamarSmithTX21	whitehouse today we honor the star and stripe that fly over our country and we remember the brave men and woman who pay the ultimat	9	16.984407424926758	-7.17325496673584	0.7351
Thu Jun 14 20:48:08 +0000 2018	2	2	It is a sad day for a very respected institution. My statement on the DOJ's Inspector General report: https://t.co/iy7PSAun56 #IGREPORTDAY	LamarSmithTX21	txststarpark congressman lamarsmithtx be present with technology develop by firm at star park by hoonjrwe and adrianarc	8	-1.7779322862625122	2.909275770187378	0.0
Thu Jun 14 14:40:21 +0000 2018	0	3382	RT @WhiteHouse: Today we honor the Stars and Stripes that fly over our country and we remember the brave men and women who paid the ultimat…	LamarSmithTX21	thank you its be an honor to see txststarpark grow and see first hand the innovation that be take place there in san marcos i look forward to hear about your future success	2	-31.0100040435791	-22.949424743652344	0.9349
Mon Mar 12 17:57:02 +0000 2018	481	272	The #FlintWaterCrisis epitomized what is actually a nation-wide crisis and Federal investment in water infrastructure is needed to truly address this burgeoning problem. https://t.co/KanV3kKft5	louiseslaughter	today on internationalwomensday we recognize the many achievement of woman around the world the sacrifice of those who have come before us in the spirit of celebration let pledge to continue fight for the full range of freedom that be every woman bihright	9	19.87804412841797	-11.638562202453613	0.5106
Thu Mar 08 20:26:38 +0000 2018	172	102	It is incredibly easy to buy a gun in the United states, even compared to countries like Russia, Israel, and China. We need #commonsense action to end gun violence. https://t.co/z2aGCREmYm	louiseslaughter	president trump budget would close rochester laboratory for laser energetics lle lle be an essential component of the doe nnsa and the icf s high yield caign we cant afford to lose it	2	-23.73151779174805	-19.19746398925781	0.3732
Tue Jun 12 21:12:25 +0000 2018	0	4	RT @HASCRepublicans: Chairman @mactxpress joined @FoxNews to talk North Korea today - Watch Below: https://t.co/Znpw3eQcM7	MacTXPress	do you know that the labor depament repoed new job in may since the tax reform be sign by the president million job have be create unemployment rate have also drop to percent the low in year	2	-34.91506576538086	-25.148822784423828	-0.6124
Tue Jun 12 17:23:37 +0000 2018	10	6	"On May 24, 2018, the House passed the #FY19NDAA by a vote of 351 to 66. This bill puts the men and women in uniform first and is a large step in rebuilding and repairing our military.

Here is a closer look at the process leading up to the bill’s passage: https://t.co/YzEt6yP0Xx"	MacTXPress	yesterday the house pass hr the route national historic trail designation act which designate route as a national historic trail this stretch of highway have serve an impoant role in suppoing our district economy for many year	2	-35.07699584960937	-24.74975204467773	0.0
Mon Jun 11 15:43:22 +0000 2018	6	3	Did you know that the Labor Department reported 223,000 new jobs in May? Since the tax reform was signed by the President, 1 million jobs have been created. Unemployment rates have also dropped to 3.8 percent, the lowest in 18 years.	MacTXPress	today be the anniversary of dday more than allied troop land along the highlyprotected french coastline more than allied soldier be kill or wound today we remember and honor their courage their sacrifice their achievement	9	16.996849060058597	-7.145524978637695	0.1779
Wed Jun 06 18:10:41 +0000 2018	8	5	Yesterday, the House passed H.R. 801, the “Route 66 National Historic Trail Designation Act,” which designates Route 66 as a National Historic Trail. This stretch of highway has served an important role in supporting our district’s economy for many years. https://t.co/Am0s8TQcqp	MacTXPress	every day americans succumb to a public health crisis that see no color age ethnicity or socioeconomic status this week housegop continue the work of the st century cure act and vote on bill this week that address the opioidcrisis	2	-35.89885330200195	-25.172630310058594	-0.743
Wed Jun 06 14:32:34 +0000 2018	8	3	Today is the anniversary of D-Day. More than 160,000 Allied troops landed along the highly-protected French coastline. More than 9,000 Allied soldiers were killed or wounded. Today, we remember and honor their courage, their sacrifice, &amp; their achievement. https://t.co/0f1hLF6D13	MacTXPress	houseappropsgop as of today the committee have mark up of bill in subcommittee and of bill in full committee the commi	6	-11.864267349243164	-6.991738319396973	0.0
Fri Jun 15 00:18:23 +0000 2018	11	6	#GeauxScalise 👏🏻⚾️ https://t.co/P4X0zHvLpx	MarioDB	me solidarizo con los nicaragenses en el paropornicaragua el rgimen oega los ha despojado de un proceso electoral libre justo e independiente con repoes de asesinados oega y sus matones paramilitares deben detener el derramamiento de sangre y rendir cuentas	5	-18.918933868408203	4.551654815673828	0.34
Fri Jun 15 00:15:04 +0000 2018	1	4	Did you know: As of tonight, the House has voted on 37 bills to combat our country’s growing #OpioidCrisis? Learn more about our efforts at https://t.co/0bmzjb1gxj https://t.co/0mVYf9HL9x	MarioDB	happy flagday please join me today in honor of the brave men and woman who have defend and continue to defend everything the american flag stand for let us all be remind and proud of the star and stripe as symbol of sacrifice valor perseverance and justice	9	22.4459285736084	-15.539993286132812	0.9652
Thu Jun 14 15:20:35 +0000 2018	6	3	Happy #FlagDay. Please join me today in honor of the brave men and women who have defended, and continue to defend, everything the American flag stands for. Let us all be reminded and proud of the stars and stripes as symbols of sacrifice, valor, perseverance, and justice. https://t.co/X4GkeuVPtW	MarkAmodeiNV2	head down to a houseappropsgop full committee markup of the fy interior appropriation bill tune in live at be et be pt	2	-26.51580619812012	-20.49522590637207	0.0
Thu Jun 07 18:52:50 +0000 2018	5	4	Joining @MSNBC’s @AliVelshi LIVE around 3:10 PM ET (12:10 PM PT) to discuss the House’s attempt to take action &amp; fix our broken immigration system.	MarkAmodeiNV2	tune into tuckercarlson live tonight around pm et pm pt on foxnews ill be join him to discuss immigration reform and secure our border	0	3.933876037597656	13.605839729309082	0.2023
Wed Jun 06 14:52:12 +0000 2018	4	3	Headed down to a @HouseAppropsGOP full Committee markup of the FY 2019 Interior Appropriations Bill. Tune in live at 11 AM ET (8 AM PT): https://t.co/8WwiAbZJKx	MarkAmodeiNV2	head down to a houseappropsgop full committee markup of the fy energy water and agriculture appropriation bill tune in live at be et be pt	2	-31.19194984436035	-22.87919807434082	0.2732
Thu May 17 23:26:08 +0000 2018	27	13	Tune into @TuckerCarlson live tonight around 8:20 PM ET (5:20 PM PT) on @FOXNews. I’ll be joining him to discuss immigration reform and securing our border.	MarkAmodeiNV2	buildthewall end chain migration end the visa lottery	5	-18.92251205444336	4.554087162017822	0.0
Wed May 16 13:46:35 +0000 2018	5	2	Headed down to a @HouseAppropsGOP full Committee markup of the FY 2019 Energy, Water, and Agriculture Appropriations Bill. Tune in live at 10 AM ET (7 AM PT): https://t.co/7jeEtEpsXG	MarkAmodeiNV2	about to join foxnews americanewsroom tune in now	0	3.0818121433258057	12.88276481628418	0.296
Fri Jun 15 14:40:10 +0000 2018	222	64	#BuildTheWall. End chain migration. End the visa lottery. https://t.co/Z1JNPtIxZX	MarshaBlackburn	illegal opioids enter the us through intl mail facility pose serious public health threat to community each year more than million package be process yesterday the house pass my bill to enhance the fda tool to stop the impoation of these deadly drug	2	-35.67607879638672	-25.63749122619629	-0.8591
Fri Jun 15 13:47:40 +0000 2018	127	23	About to join @foxnews @americanewsroom. Tune in now! https://t.co/e5cmGDtGRC	MarshaBlackburn	today we celebrate the adoption of the us flag in when we honor old glory we remember those who have pay the ultimate sacrifice protect our freedom thats why i file a resolution last year remind american that we stand during the starspangled banner flagday	9	22.46268081665039	-15.334732055664062	0.9501
Thu Jun 14 19:38:45 +0000 2018	95	27	Illegal opioids entering the US through int'l mail facilities pose serious public health threats to communities. Each year, more than 275 million packages are processed. Yesterday, the House passed my bill to enhance the FDA’s tools to stop the importation of these deadly drugs. https://t.co/yN7zCiFc2y	MarshaBlackburn	what a historic day for my good friend stevescalise and the entire team your strength foitude throughout the past year have inspire us all look forward to tonight congressionalbaseballgame for charity good luck to all my colleague play cbg	1	-11.07321071624756	29.21445655822754	0.9723
Thu Jun 14 16:24:31 +0000 2018	201	67	Today, we celebrate the adoption of the US flag in 1777. When we honor Old Glory, we remember those who have paid the ultimate sacrifice protecting our freedom. That’s why I filed a resolution last year reminding Americans that we stand during the Star-Spangled Banner. #FlagDay https://t.co/O2ZbYI4R1L	MarshaBlackburn	maxinewaters thank you to all of the millennials who suppoed our tweetathon today votemaxinewaters maxinewaters auntiemaxine	1	-10.187246322631836	30.87886619567871	0.3612
Sun Jun 03 23:52:08 +0000 2018	0	32	RT @MaxineWaters: Thank you to all of the #millennials who supported our tweet-a-thon today! #VoteMaxineWaters #maxinewaters #auntiemaxine…	MaxineWaters	thank you to all of the millennials who suppoed our tweetathon today votemaxinewaters maxinewaters auntiemaxine reclaimingmytime	1	-10.185961723327637	30.93234062194824	0.3612
Sun Jun 03 23:32:14 +0000 2018	137	32	Thank you to all of the #millennials who supported our tweet-a-thon today! #VoteMaxineWaters #maxinewaters #auntiemaxine #reclaimingmytime https://t.co/XuHxfaCma8	MaxineWaters	schoolyard bully workplace bully spos game bully motorcycle bully husband bully and tech bully your proud role model be the white house bully bebest mw	8	-1.7486124038696291	2.9774062633514404	-0.9601
Sun Jun 03 21:44:57 +0000 2018	93	46	#VoteMaxineWaters on June 5th #reclaimingmytime #auntiemaxine https://t.co/0yZtnPX1YJ	MaxineWaters	happy bihday president realdonaldtrump	9	9.163022994995117	2.9639387130737305	0.5719
Thu May 10 03:03:26 +0000 2018	851	244	Schoolyard bully, workplace bully, sports game bully, motorcycle bully, husband bully, and tech bully, your proud role model is the White House bully. #BeBest -mw	MaxineWaters	today i extend my thanks to usarmy for year of service to our nation armybday	9	12.293482780456545	-1.1500965356826782	0.5574
Thu Jun 14 23:29:55 +0000 2018	21	6	Happy birthday, President @realDonaldTrump! https://t.co/T3N3DyyKr7	michaelcburgess	each june worldblooddonorday be an annual reminder to take a moment to help our fellow american who be in need of a pint of blood	2	-25.001323699951172	-19.55314445495605	0.4019
Thu Jun 14 21:28:42 +0000 2018	8	2	Today I extend my thanks to @USArmy for 243 years of service to our nation. #ArmyBDay https://t.co/ItSN0T3w7U	michaelcburgess	as we mark one year since my friend whip stevescalise be injure during an attack on the gop congressionalbaseballgame team i donate blood in his honor	1	-10.105741500854492	29.98644828796387	0.5106
Thu Jun 14 17:02:43 +0000 2018	0	0	Each June 14, #WorldBloodDonorDay is an annual reminder to take a moment to help our fellow Americans who are in need of a pint of blood.	michaelcburgess	today we honor americas star and stripe represent libey and justice for all flagday	9	12.294427871704102	-1.1611365079879759	0.765
Thu Jun 14 16:46:26 +0000 2018	26	8	As we mark one year since my friend Whip @SteveScalise was injured during an attack on the GOP #CongressionalBaseballGame team, I donated blood in his honor. https://t.co/Ems3n99QiN	michaelcburgess	proud to join the people house this week in pass crucial bipaisan bill to end the national opioidcrisis include the stop act which will halt mail shipment of synthetic opioids into our country read more about our solution crisisnextdoor	2	-36.69073486328125	-25.752546310424805	0.6872
Thu Jun 14 12:57:50 +0000 2018	11	6	Today we honor America’s Stars and Stripes, representing liberty and justice for all. #FlagDay https://t.co/69MSzYGKvX	michaelcburgess	earlier today i be very proud to introduce a new bipaisan bill to help fund longoverdue infrastructure project in our country poor communities the generating american income infrastructure act gaiin act read much more job gaiinact	2	-35.05978775024414	-24.75616836547852	0.4576
Fri Jun 15 15:47:22 +0000 2018	5	2	Proud to join the People's House this week in passing crucial bipartisan bills to end the national #OpioidCrisis, including the STOP Act, which will halt mail shipments of synthetic #opioids into our country. Read more about our solutions: https://t.co/VHRSP8TuXw #CrisisNextDoor https://t.co/Tqa6FxroTq	MikeKellyPA	housegop be commit to combat the opioidcrisis and that can only be do through treatment and recovery prevention pro	7	20.538211822509766	16.049528121948242	-0.0516
Thu Jun 14 22:50:45 +0000 2018	48	18	Earlier today I was very proud to introduce a new bipartisan bill to help fund long-overdue #infrastructure projects in our country's poorest communities — the Generating American Income &amp; Infrastructure Act (GAIIN) Act. Read much more: https://t.co/4LQrZfLXcB #jobs #GAIINAct	MikeKellyPA	waysandmeansgop as temperature go the price of air conditioning be go just in time for summer utility bill have be lo	4	-1.479342341423035	-4.784483909606934	0.0
Thu Jun 14 21:45:38 +0000 2018	0	14	"RT @HouseGOP: We’re committed to combating the #opioidcrisis and that can only be done through…
✓ Treatment and recovery
✓ Prevention
✓ Pro…"	MikeKellyPA	statedept read about the historic singaporesummit between potus and nohkoreas chairman kim jong un	5	-19.49842834472656	4.690976142883301	0.0
Wed Jun 13 16:27:36 +0000 2018	0	11	RT @WaysandMeansGOP: As temperatures go ⬆️ the price of air conditioning is going ⬇️ – just in time for summer 😎 utility bills have been lo…	MikeKellyPA	six year after president obama honor our proud history as a nation of immigrant establish daca protection for dreamer we remain committed to these bright patriotic young people protectdreamers	9	21.27431869506836	-13.522697448730467	0.8834
Tue Jun 12 20:47:56 +0000 2018	0	256	RT @StateDept: Read about the historic #SingaporeSummit between @POTUS and #NorthKorea's Chairman Kim Jong Un: https://t.co/i2DDkCcfed	MikeKellyPA	the housegop immigration proposal be simply unwohy of america the fact that the president himself wont sign it because it isnt conservative enough be a sign of just how low his standard be protectdreamers	2	-32.14727783203125	-23.758037567138672	-0.2732
Fri Jun 15 16:06:58 +0000 2018	500	130	Six years after President Obama honored our proud history as a nation of immigrants establishing DACA protections for DREAMers, we remain committed to these bright, patriotic young people. #ProtectDREAMers https://t.co/mIMxRhTcY2 https://t.co/KxsTh1YYYv	NancyPelosi	one thing be clear to anyone read the new housegop immigration bill it be nothing more than a cruel codification of president trump antiimmigrant agenda which fail to provide a permanent solution to protectdreamers	2	-31.17165565490723	-22.90565299987793	0.5687
Fri Jun 15 14:50:50 +0000 2018	2186	862	The @HouseGOP immigration proposal is simply unworthy of America. The fact that the President himself won’t sign it (because it isn’t *conservative* enough) is a sign of just how low his standards are. #ProtectDREAMers	NancyPelosi	senschumer i will discuss the release of the doj inspector general repo on activity lead up to the presidential election tune in here at pm et	0	3.61906623840332	13.443099975585938	0.0
Thu Jun 14 22:58:41 +0000 2018	940	491	One thing is clear to anyone reading the new @HouseGOP immigration bill: It is nothing more than a cruel codification of President Trump’s anti-immigrant agenda which fails to provide a permanent solution to #ProtectDREAMers. https://t.co/AARe6zfCCK https://t.co/Cbq040jhJN	NancyPelosi	over the last year democrat have roll out a collection of proposal to help american family achieve the good job wage and future they deserve together theyre call abetterdealread the plan here	2	-32.19000625610352	-23.76920890808105	0.6808
Thu Jun 14 19:59:48 +0000 2018	246	125	.@SenSchumer &amp; I will discuss the release of the DOJ Inspector General’s report on activities leading up to the 2016 presidential election. Tune in here at 4:15 pm ET: https://t.co/SI6HsOQWru	NancyPelosi	i will continue to work wmy colleague in the coming month to suppo the daca program with the hope that congress will lead where the white house have not protectdreamers	9	6.407151222229004	1.84100353717804	0.4404
Thu Jun 14 18:43:53 +0000 2018	890	483	"Over the last year, Democrats have rolled out a collection of proposals to help American families achieve the better jobs, wages, and future they deserve. Together, they’re called #ABetterDeal.

Read the plan here: https://t.co/XChhMZqiGU"	NancyPelosi	true immigration reform which we need will require bipaisan cooperation not politically decision from a white house that cruelly target innocent child so many of whom have strengthen the fabric of our nation	2	-33.267837524414055	-24.34065818786621	0.4019
Fri Jun 15 17:42:16 +0000 2018	3	0	I will continue to work w/my colleagues in the coming months to support the #DACA program with the hope that Congress will lead where the White House has not. #ProtectDREAMers	nikiinthehouse	realdonaldtrumps decision last year to not renew daca run contrary to our nation fundamental value and understandably leave many in our nation immigrant community and in the ma anxious and fearful	9	15.729286193847654	-5.315598487854004	-0.4588
Fri Jun 15 17:42:16 +0000 2018	3	0	True immigration reform, which we need, will require bipartisan cooperation, not politically decisions from a White House that cruelly targets innocent children, so many of whom have strengthened the fabric of our nation.	nikiinthehouse	year ago today president obama take the necessary step to protect dreamer live in the us for many the only country theyve ever know	9	15.399365425109865	-5.554887771606445	0.3818
Fri Jun 15 17:42:16 +0000 2018	0	0	.@realDonaldTrump’s decision last year to not renew #DACA ran contrary to our nation’s fundamental values, and understandably, left many in our nation's immigrant community, and in the #MA3, anxious and fearful.	nikiinthehouse	the great haverhill foundation and the city of haverhills effos be an excellent exle of a successful publicprivate panership that will drive economic development for haverhill and the surrounding community	9	13.323224067687988	-2.584665060043335	0.9118
Thu Jun 14 21:05:27 +0000 2018	3	0	The Greater Haverhill Foundation and the city of #Haverhill’s efforts are an excellent example of a successful public-private partnership that will drive economic development for Haverhill and the surrounding communities. https://t.co/Z7BCmBFD4z	nikiinthehouse	the trump administration deplorable socalled zero tolerance policy have lead to significant increase in the number of child separate from their parent at the border i condemn this unacceptable policy in the strong term	2	-33.27848434448242	-24.33489799499512	0.4215
Fri Jun 15 16:48:20 +0000 2018	0	3	RT @AppropsDems: .@NitaLowey: It is disappointing that @HouseGOP have prioritized @POTUS’ border wall &amp; immigration policies over the healt…	NitaLowey	nognanovich show your spirit how to get a us flag that have fly over the us capitol flagday flagday	9	10.688249588012695	0.9312679767608644	0.1779
Thu Jun 14 21:11:57 +0000 2018	14	6	The Trump Administration’s deplorable so-called “Zero Tolerance” policy has led to significant increases in the number of children separated from their parents at the border. I condemn this unacceptable policy in the strongest terms. https://t.co/7UqOCT7pI0	NitaLowey	happy flagday as a service to ny constituent my office can help you obtain an american flag that have fly over the us capitol detail here	9	6.781426429748535	1.8301273584365845	0.7506
Thu Jun 14 20:25:04 +0000 2018	0	1	RT @NOgnanovich: Show your spirit: How to get a US  #flag that has flown over the US #Capitol.    #FlagDay #FlagDay2018 https://t.co/jq56WP…	NitaLowey	if the speaker be serious about address the daca crisis he would allow a vote on the bipaisan legislation thats be underway for month not just on extreme paisan measure and legislation draft without democratic input	3	-8.309377670288086	1.6365383863449097	-0.5423
Thu Jun 14 20:20:43 +0000 2018	5	2	Happy #FlagDay! As a service to #NY17 constituents, my office can help you obtain an American flag that has flown over the U.S. Capitol! Details here: https://t.co/ImyaIwIBeZ https://t.co/T9c9lUrJmg	NitaLowey	celebrate immigrantheritagemonth with the new american caucus as the first central american in congress im proud to have found this caucus with my good friend roslehtinen serve in congress be just one of many way that immigrant continue to make this country great	9	21.7976131439209	-14.718538284301758	0.9517
Wed Jun 13 18:30:49 +0000 2018	6	5	"If the Speaker were serious about addressing the DACA crisis, he would allow a vote on the bipartisan legislation that’s been underway for months, not just on extreme partisan measures and legislation drafted without Democratic input. 

https://t.co/Pkr9fLn05z"	NitaLowey	the more thing change the more they stay the same im at the congressionalbaseballgame someone slap my as i walk by kimkardashian whats your advise imagrandma norespect	1	-9.761761665344238	31.183147430419922	0.1531
Fri Jun 15 13:13:01 +0000 2018	39	7	Celebrating #ImmigrantHeritageMonth with the New Americans Caucus. As the first Central American in Congress, I'm proud to have founded this caucus with my good friend @RosLehtinen. Serving in Congress is just one of many ways that immigrants continue to make this country great! https://t.co/21zjJOTxcv	NormaJTorres	jrosenworcel be right responder arent clerical worker they be the very first responder and should be classify as such we hope to have you visit lapd soon	6	-11.843634605407715	-6.878415584564209	0.4404
Fri Jun 15 00:03:23 +0000 2018	9	8	The more things change, the more they stay the same. I’m at the #CongressionalBaseballGame  &amp; someone slapped my 🍑 as I walked by. @KimKardashian what’s your advise? #ImAGrandma #NoRespect	NormaJTorres	jeffsessions should seek the advise from lalecheleagueus take a baby from its mother while nursing be not only traumatic for the baby but painful for the mother	6	-12.096104621887207	-7.212892055511475	-0.4312
Thu Jun 14 21:22:07 +0000 2018	35	14	.@JRosenworcel is right – 911 responders aren’t clerical workers. They are the very first responders and should be classified as such! We hope to have you visit @911LAPD soon! https://t.co/hDQ8gmhhZ9	NormaJTorres	glad to see that the anticorruption mission in honduras and its paner in the attorney general office be continue their impoant work of investigate and prosecute corruption in honduras keep it up	1	-10.178677558898926	30.402774810791016	0.0772
Thu Jun 14 21:09:16 +0000 2018	10	6	#JeffSessions should seek the advise from @LaLecheLeagueUS. Taking a baby from it’s mother while nursing is not only traumatic for the baby but painful for the mother. https://t.co/fMmZQKarqU	NormaJTorres	nyc_sbs icymi forbesnewyork name us a top influencer to follow for entrepreneur learn more about how we can help at	2	-20.611614227294922	-16.947797775268555	0.5423
